CONCEPTICON_ID	CONCEPTICON_GLOSS	CHINESE	CHINESE_FREQUENCY	CHINESE_FREQUENCY_PM	CHINESE_FREQUENCY_LOG	CHINESE_CD	CHINESE_CD_PERCENTAGE	CHINESE_CD_LOG	LINE_IN_SOURCE
1050	MOTHER-IN-LAW	岳母	60	1.79	1.7782	46	0.74	1.6628	15441
1052	LIGHT (WEIGHT)	輕	5	0.15	0.699	1	0.02	0.0	46820
1053	HUNTER	猎人	345	10.28	2.5378	189	3.03	2.2765	5213
1054	SMALLPOX	天花	30	0.89	1.4771	28	0.45	1.4472	22255
1055	FATHER-IN-LAW	岳父	104	3.1	2.017	70	1.12	1.8451	11210
1056	SON-IN-LAW	女婿	106	3.16	2.0253	78	1.25	1.8921	11075
1057	DAUGHTER-IN-LAW	儿媳	23	0.69	1.3617	17	0.27	1.2304	25225
106	SATIATED	饱	425	12.67	2.6284	360	5.77	2.5563	4543
1063	NEPHEW	侄子	467	13.92	2.6693	300	4.81	2.4771	4240
1065	SPIDER WEB	蜘蛛网	55	1.64	1.7404	31	0.5	1.4914	16146
1069	GLUE	胶	343	10.22	2.5353	234	3.75	2.3692	5229
1071	HOOK	钩	267	7.96	2.4265	177	2.84	2.248	6221
1072	PRISONER	犯人	1040	31.0	3.017	437	7.0	2.6405	2343
1075	TRAP (PITFALL)	陷阱	599	17.86	2.7774	420	6.73	2.6232	3519
1076	EMERGE (APPEAR)	出现	7322	218.26	3.8646	3652	58.5	3.5625	456
1077	WHEAT	麦子	14	0.42	1.1461	10	0.16	1.0	31114
1080	VULGAR	粗俗	131	3.91	2.1173	111	1.78	2.0453	9756
1082	MERCHANT	商人	396	11.8	2.5977	310	4.97	2.4914	4757
1083	MESS	乱	3332	99.32	3.5227	2214	35.46	3.3452	928
1084	CALL	叫	34648	1032.83	4.5397	5853	93.75	3.7674	127
1085	FOLLOW	跟	62979	1877.36	4.7992	5801	92.92	3.7635	70
1086	WORK (ACTIVITY)	干活	1184	35.29	3.0734	831	13.31	2.9196	2116
1088	SINK (DESCEND)	沉	496	14.79	2.6955	354	5.67	2.549	4073
1090	BE BORN	出生	1753	52.26	3.2438	1213	19.43	3.0839	1555
1091	SALTY	咸	182	5.43	2.2601	119	1.91	2.0755	7961
1093	MIDDLE	中	34862	1039.21	4.5424	5837	93.5	3.7662	126
1094	FASTEN	系	1010	30.11	3.0043	674	10.8	2.8287	2401
1095	LET GO OR SET FREE	释放	1511	45.04	3.1793	937	15.01	2.9717	1764
1096	SONG	歌	6309	188.07	3.8	1505	24.11	3.1775	534
1098	WEIGH	称	1423	42.42	3.1532	1065	17.06	3.0273	1837
1100	COOK (SOMETHING)	熬	692	20.63	2.8401	567	9.08	2.7536	3160
1104	NURSE	护士	1365	40.69	3.1351	692	11.08	2.8401	1904
1106	FALL ASLEEP	睡着	782	23.31	2.8932	621	9.95	2.7931	2905
1107	GO OUT	出	42784	1275.36	4.6313	6120	98.03	3.7868	105
1108	UNCOVER	揭	106	3.16	2.0253	92	1.47	1.9638	11040
1109	WOUND	伤口	1299	38.72	3.1136	748	11.98	2.8739	1975
1111	CAR	汽车	2373	70.74	3.3753	1309	20.97	3.1169	1223
1113	WRAP	缠	697	20.78	2.8432	523	8.38	2.7185	3144
1114	BULLET	子弹	2488	74.17	3.3959	1027	16.45	3.0116	1173
1115	SPEECH	言	1044	31.12	3.0187	822	13.17	2.9149	2333
1117	LIKE	喜爱	484	14.43	2.6848	380	6.09	2.5798	4143
1120	HONEST	老实	1615	48.14	3.2082	1206	19.32	3.0813	1669
1121	SECRET	保密	1084	32.31	3.035	793	12.7	2.8993	2264
1122	WAGES	工资	601	17.92	2.7789	432	6.92	2.6355	3506
1123	PREGNANT	怀孕	2206	65.76	3.3436	922	14.77	2.9647	1303
1124	PIPE	烟筒	2	0.06	0.301	2	0.03	0.301	64331
1125	BALD	秃	66	1.97	1.8195	58	0.93	1.7634	14592
1128	ORDER	顺序	325	9.69	2.5119	268	4.29	2.4281	5454
1129	PAINFUL	疼	2477	73.84	3.3939	1323	21.19	3.1216	1177
1131	WE (INCLUSIVE)	咱们	6519	194.33	3.8142	1551	24.84	3.1906	515
1132	BEAM	房梁	15	0.45	1.1761	14	0.22	1.1461	30111
1133	MATCH	火柴	207	6.17	2.316	153	2.45	2.1847	7362
1135	KICK	踢	2266	67.55	3.3553	1234	19.77	3.0913	1262
1136	RABBIT	兔子	797	23.76	2.9015	361	5.78	2.5575	2861
1137	TENDON	筋	124	3.7	2.0934	103	1.65	2.0128	10088
1139	LEOPARD	豹	176	5.25	2.2455	77	1.23	1.8865	8133
1142	URINE	尿	1788	53.3	3.2524	901	14.43	2.9547	1535
1146	AUBERGINE	茄子	162	4.83	2.2095	99	1.59	1.9956	8548
1147	PURE	清	2848	84.9	3.4545	1909	30.58	3.2808	1055
1149	ORPHAN	孤儿	392	11.69	2.5933	239	3.83	2.3784	4797
1150	THUNDER	雷电	68	2.03	1.8325	33	0.53	1.5185	14382
1153	CATTLE	牲口	79	2.35	1.8976	48	0.77	1.6812	13158
1155	CAVE	山洞	151	4.5	2.179	96	1.54	1.9823	8935
1156	OPEN	开	27382	816.24	4.4375	5709	91.45	3.7566	155
1157	BECAUSE	因为	59823	1783.29	4.7769	6148	98.48	3.7887	72
1158	STEP	步	4208	125.44	3.6241	2342	37.51	3.3696	743
1159	FART	屁	2332	69.52	3.3677	1200	19.22	3.0792	1239
1160	THIEF	小偷	572	17.05	2.7574	359	5.75	2.5551	3659
1161	THREAD	线	3791	113.01	3.5788	1873	30.0	3.2725	827
1171	MIRROR	镜子	772	23.01	2.8876	419	6.71	2.6222	2925
1172	SHOOT	射击	799	23.82	2.9025	434	6.95	2.6375	2853
1173	EYEBROW	眉毛	234	6.98	2.3692	175	2.8	2.243	6824
1174	YESTERDAY	昨天	4483	133.64	3.6516	2527	40.48	3.4026	704
1175	GHOST	鬼	4202	125.26	3.6235	1952	31.27	3.2905	745
1176	SPADE	铲子	178	5.31	2.2504	106	1.7	2.0253	8065
1179	DAY AFTER TOMORROW	后天	91	2.71	1.959	81	1.3	1.9085	12120
1180	DAY BEFORE YESTERDAY	前天	114	3.4	2.0569	96	1.54	1.9823	10598
1183	PALM OF HAND	手掌	129	3.85	2.1106	111	1.78	2.0453	9847
1185	VULTURE	秃鹫	31	0.92	1.4914	26	0.42	1.415	21977
1187	GOOSE	鵝	1	0.03	0.0	1	0.02	0.0	70555
1188	CHARCOAL	炭	59	1.76	1.7709	42	0.67	1.6232	15623
1189	ULCER	溃疡	61	1.82	1.7853	41	0.66	1.6128	15263
119	DIVE	潜水	367	10.94	2.5647	145	2.32	2.1614	5013
1191	COOKED RICE	米饭	147	4.38	2.1673	81	1.3	1.9085	9088
1193	STEAM	蒸汽	122	3.64	2.0864	57	0.91	1.7559	10214
1195	GIVE BIRTH	分娩	161	4.8	2.2068	88	1.41	1.9445	8588
1198	MANY	多	52605	1568.12	4.721	6189	99.14	3.7916	80
1199	WIFE	妻子	6494	193.58	3.8125	2401	38.46	3.3804	518
12	MIDDAY	午	105	3.13	2.0212	76	1.22	1.8808	11117
1200	HUSBAND	夫	1154	34.4	3.0622	579	9.27	2.7627	2166
1201	FEATHER	羽	54	1.61	1.7324	25	0.4	1.3979	16251
1202	BIG	大	45061	1343.24	4.6538	6109	97.85	3.786	99
1203	LONG	長	3	0.09	0.4771	3	0.05	0.4771	55982
1204	BARK	树皮	25	0.75	1.3979	23	0.37	1.3617	24066
1205	TONGUE	舌	504	15.02	2.7024	367	5.88	2.5647	4036
1206	BARKING	吠	96	2.86	1.9823	55	0.88	1.7404	11754
1207	YOUNG	年轻	3776	112.56	3.577	2226	35.66	3.3475	831
1208	CAT	貓	3	0.09	0.4771	1	0.02	0.0	53168
1209	I	我	1682285	50147.83	6.2259	6242	99.98	3.7953	2
121	SPIN	卷	1464	43.64	3.1655	953	15.27	2.9791	1792
1210	HEAVY	重	5079	151.4	3.7058	2860	45.81	3.4564	641
1211	HE	他	397653	11853.78	5.5995	6237	99.9	3.795	8
1212	WE	我们	371696	11080.02	5.5702	6241	99.97	3.7953	9
1213	YOU	你们	112946	3366.85	5.0529	6171	98.85	3.7904	46
1214	THIS	这个	92058	2744.19	4.9641	6229	99.78	3.7944	54
1215	THOU	你	1329424	39629.27	6.1237	6242	99.98	3.7953	3
1216	MOTHER	母	1061	31.63	3.0257	601	9.63	2.7789	2300
1217	FATHER	父	769	22.92	2.8859	404	6.47	2.6064	2929
1218	ROPE	绳	362	10.79	2.5587	226	3.62	2.3541	5057
1219	WORM	虫	919	27.39	2.9633	418	6.7	2.6212	2556
1220	TAIL	尾	508	15.14	2.7059	320	5.13	2.5051	4017
1221	NOSE	鼻	385	11.48	2.5855	211	3.38	2.3243	4857
1222	PENIS	阴茎	269	8.02	2.4298	127	2.03	2.1038	6183
1223	HEART	心脏	1830	54.55	3.2625	801	12.83	2.9036	1503
1224	LIVER	肝脏	323	9.63	2.5092	148	2.37	2.1703	5480
1225	DAY (NOT NIGHT)	日子	3136	93.48	3.4964	2016	32.29	3.3045	971
1226	YEAR	年	30648	913.6	4.4864	5578	89.35	3.7465	141
1227	BOARD	木板	148	4.41	2.1703	82	1.31	1.9138	9067
1228	EARTH (SOIL)	土壤	84	2.5	1.9243	56	0.9	1.7482	12735
123	FOREHEAD	额头	184	5.48	2.2648	152	2.43	2.1818	7903
1230	DIRTY	肮脏	655	19.53	2.8162	499	7.99	2.6981	3298
1231	NEW	新	17291	515.43	4.2378	5059	81.03	3.7041	229
1232	WARM	温暖	589	17.56	2.7701	485	7.77	2.6857	3571
1233	NIGHT	夜里	315	9.39	2.4983	245	3.92	2.3892	5571
1234	SMOOTH	光滑	106	3.16	2.0253	85	1.36	1.9294	11084
1235	WHO	誰	3	0.09	0.4771	3	0.05	0.4771	55952
1236	WHAT	什么	236517	7050.42	5.3739	6224	99.7	3.7941	17
1237	WHERE	哪里	13471	401.56	4.1294	3959	63.42	3.5976	273
1238	WHEN	几时	49	1.46	1.6902	32	0.51	1.5051	17265
1239	HOW	怎么样	20986	625.58	4.3219	5278	84.54	3.7225	197
124	THORN	荆棘	50	1.49	1.699	39	0.62	1.5911	16928
1240	NOT	弗	485	14.46	2.6857	217	3.48	2.3365	4131
1241	SOME	几	22431	668.65	4.3508	5590	89.54	3.7474	185
1242	FEW	少	5325	158.73	3.7263	3116	49.91	3.4936	616
1243	WIDE	宽	396	11.8	2.5977	295	4.73	2.4698	4760
1244	THICK	厚	416	12.4	2.6191	354	5.67	2.549	4609
1246	SMALL	小	34967	1042.34	4.5437	5838	93.51	3.7663	125
1247	EAR	耳	631	18.81	2.8	299	4.79	2.4757	3392
1248	EYE	眼	3539	105.5	3.5489	2073	33.21	3.3166	881
1249	SPIKE	穗子	3	0.09	0.4771	2	0.03	0.301	56362
125	SWEAT (SUBSTANCE)	汗水	71	2.12	1.8513	62	0.99	1.7924	13940
1251	BELLY	腹	175	5.22	2.243	120	1.92	2.0792	8166
1252	HOUSE	房	2417	72.05	3.3833	1458	23.35	3.1638	1203
1253	RAIN (RAINING)	下雨	250	7.45	2.3979	195	3.12	2.29	6507
1255	SNOWING	下雪	171	5.1	2.233	124	1.99	2.0934	8266
1256	HEAD	头	11582	345.25	4.0638	4379	70.14	3.6414	307
1257	WING	翼	172	5.13	2.2355	94	1.51	1.9731	8251
1258	FINGERNAIL	指甲	559	16.66	2.7474	367	5.88	2.5647	3723
1261	SING	歌唱	396	11.8	2.5977	244	3.91	2.3874	4761
1262	BROTHER	兄弟	8631	257.28	3.9361	2717	43.52	3.4341	400
1264	CHANGE	变	10580	315.38	4.0245	4291	68.73	3.6326	334
1265	HIGH	高	7415	221.04	3.8701	3480	55.74	3.5416	454
1266	BRIDE	新娘	885	26.38	2.9469	402	6.44	2.6042	2638
1267	NARROW	窄	106	3.16	2.0253	96	1.54	1.9823	11030
1269	NO	不是	376	11.21	2.5752	342	5.48	2.534	4942
127	EXTINGUISH	熄灭	140	4.17	2.1461	118	1.89	2.0719	9364
1273	CANDLE	蜡烛	513	15.29	2.7101	321	5.14	2.5065	3983
1274	SALT	盐	427	12.73	2.6304	270	4.32	2.4314	4519
1275	ANSWER	回答	4070	121.32	3.6096	2298	36.81	3.3614	769
1276	AUTUMN	秋	134	3.99	2.1271	72	1.15	1.8573	9644
1277	HAND	手	15010	447.44	4.1764	4720	75.6	3.6739	252
1278	VOMIT	呕吐	393	11.72	2.5944	280	4.49	2.4472	4793
1279	FAT (OBESE)	肥	952	28.38	2.9786	530	8.49	2.7243	2505
1280	FALL	倒塌	121	3.61	2.0828	84	1.35	1.9243	10259
1281	PRISON	监狱	4671	139.24	3.6694	1775	28.43	3.2492	685
1282	FAT (FROM ANIMALS)	动物油	3	0.09	0.4771	2	0.03	0.301	53259
1283	TODAY	今天	24750	737.78	4.3936	5484	87.84	3.7391	174
1284	BANK	银行	3003	89.52	3.4776	1019	16.32	3.0082	1003
1286	HOT	热水	221	6.59	2.3444	172	2.76	2.2355	7080
1287	COLD	冷	2343	69.84	3.3698	1393	22.31	3.144	1231
1289	BABY	婴儿	1409	42.0	3.1489	759	12.16	2.8802	1850
1290	ELEPHANT	大象	416	12.4	2.6191	185	2.96	2.2672	4605
1291	BACK	后背	263	7.84	2.42	197	3.16	2.2945	6278
1292	BAD	坏	7842	233.76	3.8944	3720	59.59	3.5705	433
1294	ZERO	零	579	17.26	2.7627	438	7.02	2.6415	3623
1295	STICK	棍	244	7.27	2.3874	172	2.76	2.2355	6631
1296	WALKING STICK	拐杖	161	4.8	2.2068	121	1.94	2.0828	8597
1297	LEG	腿	3747	111.7	3.5737	1873	30.0	3.2725	840
1299	COFFEE	咖啡	4195	125.05	3.6227	1928	30.88	3.2851	746
1300	COUNTRY	国家	5576	166.22	3.7463	2041	32.69	3.3098	587
1301	FOOT	脚	3836	114.35	3.5839	2058	32.96	3.3134	813
1302	FORK	叉	212	6.32	2.3263	154	2.47	2.1875	7266
1303	FINGER	手指甲	26	0.78	1.415	22	0.35	1.3424	23584
1304	CHILD (YOUNG HUMAN)	小孩子	633	18.87	2.8014	508	8.14	2.7059	3387
1305	CHIMNEY	烟囱	111	3.31	2.0453	76	1.22	1.8808	10783
1307	LANGUAGE	语言	1099	32.76	3.041	745	11.93	2.8722	2238
1308	DOUBT	疑虑	118	3.52	2.0719	103	1.65	2.0128	10397
1309	ASK (INQUIRE)	问	20455	609.75	4.3108	5286	84.67	3.7231	201
131	FESTIVAL	节日	570	16.99	2.7559	261	4.18	2.4166	3670
1310	CLEVER	聪明	4415	131.61	3.6449	2503	40.09	3.3985	715
1311	VERY	很	200584	5979.28	5.3023	6239	99.94	3.7951	22
1312	FOX	狐狸	288	8.59	2.4594	112	1.79	2.0492	5900
1313	MOON	月亮	429	12.79	2.6325	251	4.02	2.3997	4508
1318	CHICKEN	鸡	2931	87.37	3.467	1061	17.0	3.0257	1024
1320	APPLE	苹果	766	22.83	2.8842	446	7.14	2.6493	2939
1321	BOTTLE	瓶子	502	14.96	2.7007	323	5.17	2.5092	4048
1322	BREAKFAST	早饭	486	14.49	2.6866	394	6.31	2.5955	4128
1325	FRIEND	朋友	26017	775.55	4.4153	5439	87.12	3.7355	166
1329	TOMORROW	明天	10108	301.31	4.0047	3900	62.47	3.5911	352
133	WEAVE	编织	72	2.15	1.8573	56	0.9	1.7482	13842
1330	DEFEND	守卫	438	13.06	2.6415	268	4.29	2.4281	4439
1331	SHEEP	绵羊	91	2.71	1.959	71	1.14	1.8513	12142
1332	NEIGHBOUR	邻居	1803	53.75	3.256	1102	17.65	3.0422	1521
1333	NECK	颈	424	12.64	2.6274	277	4.44	2.4425	4554
1334	GUTS	肠	213	6.35	2.3284	154	2.47	2.1875	7240
1335	WHITE	白	2684	80.01	3.4288	1565	25.07	3.1945	1105
1336	EAT	食	988	29.45	2.9948	599	9.59	2.7774	2444
1337	PIG	猪	2011	59.95	3.3034	864	13.84	2.9365	1403
1339	MORNING	早晨	1028	30.64	3.012	719	11.52	2.8567	2366
1342	SUMMER	夏	359	10.7	2.5551	134	2.15	2.1271	5082
1343	SUN	日	4114	122.64	3.6143	1859	29.78	3.2693	761
1346	THROAT	喉咙	615	18.33	2.7889	477	7.64	2.6785	3462
1350	MONKEY	猴子	891	26.56	2.9499	413	6.62	2.616	2620
1351	SOW (FEMALE PIG)	母猪	11	0.33	1.0414	9	0.14	0.9542	34456
1352	KNIFE	刀	2741	81.71	3.4379	1226	19.64	3.0885	1091
1355	LAUGH	笑	6628	197.58	3.8214	2831	45.35	3.4519	504
1357	DAUGHTER	闺女	25	0.75	1.3979	23	0.37	1.3617	24342
1358	ENEMY	仇人	73	2.18	1.8633	54	0.86	1.7324	13806
1359	SEPARATE	分离	464	13.83	2.6665	339	5.43	2.5302	4258
136	HERE	这里	53900	1606.72	4.7316	5879	94.17	3.7693	76
1360	DUCK	鸭	213	6.35	2.3284	120	1.92	2.0792	7257
1361	TOOL	工具	1045	31.15	3.0191	753	12.06	2.8768	2330
1362	STREET	街	3219	95.96	3.5077	1633	26.16	3.213	956
1365	KITCHEN	厨房	1623	48.38	3.2103	1054	16.88	3.0228	1665
1366	BOY	男孩子	295	8.79	2.4698	235	3.76	2.3711	5816
1367	CROSS	越过	235	7.01	2.3711	198	3.17	2.2967	6807
1369	GOLD	黄金	635	18.93	2.8028	301	4.82	2.4786	3382
1370	MONTH	月	12253	365.25	4.0882	4113	65.88	3.6142	291
1371	KNEE	膝	169	5.04	2.2279	126	2.02	2.1004	8342
1372	MEDICINE	药	4788	142.73	3.6802	1926	30.85	3.2847	674
1373	TEA	茶	1245	37.11	3.0952	728	11.66	2.8621	2028
1374	RING	戒指	1582	47.16	3.1992	641	10.27	2.8069	1697
1375	WINDOW	窗户	1367	40.75	3.1358	891	14.27	2.9499	1901
1376	NOW	现在	88120	2626.8	4.9451	6227	99.74	3.7943	56
1378	SPOON	勺子	153	4.56	2.1847	109	1.75	2.0374	8887
138	BATHE	洗澡	948	28.26	2.9768	677	10.84	2.8306	2512
1380	TOOTH	牙	1221	36.4	3.0867	717	11.48	2.8555	2057
1381	SHOE	鞋子	1183	35.26	3.073	688	11.02	2.8376	2117
1382	NEEDLE (FOR SEWING)	針	7	0.21	0.8451	1	0.02	0.0	42002
1383	GRANDFATHER	祖父	430	12.82	2.6335	250	4.0	2.3979	4499
1384	SECOND	第二	6379	190.15	3.8048	3336	53.44	3.5232	527
1386	LION	狮子	428	12.76	2.6314	209	3.35	2.3201	4512
1387	ARRIVE	到达	1917	57.14	3.2826	1076	17.24	3.0318	1450
1388	SHADE	影子	342	10.19	2.534	256	4.1	2.4082	5239
139	GUMS	牙龈	24	0.72	1.3802	20	0.32	1.301	24817
1390	WRONG	错误	3979	118.61	3.5998	2284	36.58	3.3587	787
1391	TOWN	城	2428	72.38	3.3852	1234	19.77	3.0913	1198
1392	LOUSE	虱	32	0.95	1.5051	20	0.32	1.301	21340
1393	HORN (ANATOMY)	犄角	14	0.42	1.1461	12	0.19	1.0792	31589
1394	BONE	骨	782	23.31	2.8932	473	7.58	2.6749	2904
1395	ROUND	圆	716	21.34	2.8549	401	6.42	2.6031	3081
1396	SHARP	锋利	152	4.53	2.1818	127	2.03	2.1038	8908
1398	DRY	干枯	29	0.86	1.4624	25	0.4	1.3979	22724
1399	CLAY	黏土	10	0.3	1.0	5	0.08	0.699	35940
140	PADDY FIELD	稻田	22	0.66	1.3424	11	0.18	1.0414	25840
1400	THIN (SLIM)	痩	4	0.12	0.6021	3	0.05	0.4771	50632
1401	DRINK	喝	14004	417.45	4.1463	4206	67.37	3.6239	264
1402	BREAST	乳房	310	9.24	2.4914	185	2.96	2.2672	5635
1403	BITE	咬	2304	68.68	3.3625	1158	18.55	3.0637	1252
1404	STRAIGHT	直	1762	52.52	3.246	1092	17.49	3.0382	1552
1405	NAME	名	9950	296.6	3.9978	3522	56.42	3.5468	362
1406	FAR	元	1945	57.98	3.2889	791	12.67	2.8982	1434
1407	BREATHE	呼吸	2435	72.59	3.3865	1375	22.02	3.1383	1195
1408	HEAR	听见	2592	77.27	3.4136	1602	25.66	3.2047	1129
1409	SEE	见	29340	874.61	4.4675	5856	93.8	3.7676	147
141	BURN (SOMETHING)	焚烧	73	2.18	1.8633	63	1.01	1.7993	13751
1410	KNOW (SOMETHING)	知道	196745	5864.84	5.2939	6238	99.92	3.795	23
1411	LIE (REST)	趟	1519	45.28	3.1816	1172	18.77	3.0689	1755
1412	RUDE	蛮横	23	0.69	1.3617	22	0.35	1.3424	25170
1413	PLAY	玩儿	485	14.46	2.6857	258	4.13	2.4116	4130
1414	SQUEEZE	掐	382	11.39	2.5821	305	4.89	2.4843	4891
1415	THINK (REFLECT)	思考	1214	36.19	3.0842	889	14.24	2.9489	2073
1416	SIT	坐	14204	423.41	4.1524	4706	75.38	3.6727	261
1417	KILL	殺	3	0.09	0.4771	2	0.03	0.301	56300
1418	DIG	掘	155	4.62	2.1903	50	0.8	1.699	8780
1419	FEAR (BE AFRAID)	害怕	6346	189.17	3.8025	3009	48.2	3.4784	529
142	RETURN HOME	回归	447	13.32	2.6503	344	5.51	2.5366	4369
1420	COUNT	数	2707	80.69	3.4325	1634	26.17	3.2133	1101
1421	SUCK	啜	16	0.48	1.2041	13	0.21	1.1139	29903
1422	BE ALIVE	活	11509	343.08	4.061	4038	64.68	3.6062	311
1423	FIGHT	斗	837	24.95	2.9227	423	6.78	2.6263	2761
1424	YELLOW	黃	1	0.03	0.0	1	0.02	0.0	77037
1425	GREEN	绿	749	22.33	2.8745	437	7.0	2.6405	2978
1426	EXPENSIVE	贵	959	28.59	2.9818	707	11.32	2.8494	2489
1427	BEAUTIFUL	美	7200	214.63	3.8573	2722	43.6	3.4349	462
1429	FULL	满	3311	98.7	3.52	2194	35.14	3.3412	938
1430	STAR	星	2250	67.07	3.3522	818	13.1	2.9128	1269
1431	FREEZE	结冰	65	1.94	1.8129	44	0.7	1.6435	14750
1432	CUT	割	877	26.14	2.943	551	8.83	2.7412	2669
1434	STAB	扎	656	19.55	2.8169	434	6.95	2.6375	3290
1435	HUNT	追赶	127	3.79	2.1038	110	1.76	2.0414	9919
1436	SCRATCH	搔	32	0.95	1.5051	25	0.4	1.3979	21390
1437	SPLIT	劈	157	4.68	2.1959	120	1.92	2.0792	8724
1438	FOOL	傻子	766	22.83	2.8842	562	9.0	2.7497	2942
1439	SWIM	游	999	29.78	2.9996	583	9.34	2.7657	2419
1440	SPIT	吐	1911	56.97	3.2813	1139	18.24	3.0565	1458
1441	FLY (MOVE THROUGH AIR)	飞	3894	116.08	3.5904	1785	28.59	3.2516	803
1442	STAND	立	532	15.86	2.7259	387	6.2	2.5877	3874
1443	WALK	走	65258	1945.3	4.8146	6158	98.64	3.7894	66
1444	TURN AROUND	转弯	242	7.21	2.3838	169	2.71	2.2279	6659
1445	TURN (SOMETHING)	转动	196	5.84	2.2923	145	2.32	2.1614	7622
1446	COME	來	13	0.39	1.1139	8	0.13	0.9031	32138
1447	GIVE	予	68	2.03	1.8325	57	0.91	1.7559	14347
1449	RUB	擦	1465	43.67	3.1658	926	14.83	2.9666	1790
1450	ROOM	屋子	1602	47.75	3.2047	1080	17.3	3.0334	1681
1451	SMILE	微笑	1027	30.61	3.0116	696	11.15	2.8426	2368
1452	PUSH	推	2249	67.04	3.352	1365	21.86	3.1351	1272
1453	WASH	洗	3495	104.18	3.5434	1918	30.72	3.2828	890
1455	PULL	拖	1857	55.36	3.2688	1275	20.42	3.1055	1490
1456	THROW	仍	1886	56.22	3.2755	1247	19.97	3.0959	1474
1457	SEW	缝	670	19.97	2.8261	448	7.18	2.6513	3241
1458	SAY	曰	18	0.54	1.2553	12	0.19	1.0792	27774
1459	IF	如果	76417	2277.94	4.8832	6157	98.62	3.7894	60
146	SUGAR CANE	甘蔗	40	1.19	1.6021	15	0.24	1.1761	19167
1460	IN	在	429766	12811.05	5.6332	6242	99.98	3.7953	7
1463	DRUNK	醉	2524	75.24	3.4021	1396	22.36	3.1449	1159
1464	LADDER	阶梯	56	1.67	1.7482	46	0.74	1.6628	16039
1465	BOX	盒子	1463	43.61	3.1652	726	11.63	2.8609	1794
1468	LOOK FOR	搜寻	420	12.52	2.6232	303	4.85	2.4814	4571
1470	FOLD	折	391	11.66	2.5922	298	4.77	2.4742	4804
1471	WINTER	冬	161	4.8	2.2068	60	0.96	1.7782	8578
1472	KEY	钥匙	3751	111.81	3.5741	1556	24.92	3.192	837
1473	FIST	拳	1370	40.84	3.1367	434	6.95	2.6375	1897
1474	SEA	海	1772	52.82	3.2485	795	12.73	2.9004	1546
1475	COMB	梳子	93	2.77	1.9685	52	0.83	1.716	11933
1476	CHAIR	椅子	1184	35.29	3.0734	762	12.21	2.882	2115
1479	DOLPHIN	海豚	208	6.2	2.3181	102	1.63	2.0086	7353
1480	BODY	身	4526	134.92	3.6557	2627	42.08	3.4195	698
1481	HAMMER	锤子	267	7.96	2.4265	155	2.48	2.1903	6222
1482	SHOULDER	肩膀	686	20.45	2.8363	511	8.19	2.7084	3180
1483	NINE	九	1234	36.78	3.0913	830	13.29	2.9191	2040
1484	OIL (ORGANIC SUBSTANCE)	油	1478	44.06	3.1697	879	14.08	2.944	1782
1485	BELOW OR UNDER	下边	49	1.46	1.6902	43	0.69	1.6335	17147
1486	PLANT (SOMETHING)	种	15716	468.48	4.1963	4935	79.05	3.6933	247
