CONCEPTICON_ID	CONCEPTICON_GLOSS	DUTCH	DUTCH_AROUSAL_MEAN	DUTCH_VALENCE_MEAN	DUTCH_VALENCE_CATEGORY	DUTCH_VALENCE_NEUTRAL	DUTCH_HAPPINESS_MEAN	DUTCH_ANGER_MEAN	DUTCH_FEAR_MEAN	DUTCH_SADNESS_MEAN	DUTCH_DISGUST_MEAN	DUTCH_SURPRISE_MEAN	DUTCH_EMOTION_DOMINANT	LINE_IN_SOURCE
1240	NOT	niet	2.642857142857143	2.05	negative	neutral	1.2	2	1.3	2	1.3	1.5	Joint	50
1242	FEW	weinig	2.5625	2.3157894736842106	negative	neutral	1.1818181818181819	1.2727272727272727	1.3636363636363635	2.4545454545454546	1.1818181818181819	1	Sadness	1755
1243	WIDE	wijd	2.823529411764706	3.1052631578947367	positive	neutral	1.0909090909090908	1	1.0909090909090908	1	1	1.0909090909090908	Joint	3967
1244	THICK	dik	2.7857142857142856	1.75	negative	neutral	1.1111111111111112	1.5555555555555556	1.3333333333333333	2	2.111111111111111	1.2222222222222223	Disgust	714
1245	BUTTER	boter	2.533333333333333	2.9473684210526314	negative	neutral	1.4444444444444444	1.1111111111111112	1	1.2222222222222223	1.2222222222222223	1.1111111111111112	Happiness	368
1246	SMALL	klein	2.6470588235294117	2.473684210526316	negative	neutral	1.3636363636363635	1	1.1818181818181819	1.7090909090909092	1	1.1818181818181819	Sadness	63
1247	EAR	oor	2.5625	3.2222222222222223	positive	neutral	1.4	1.2	1.2	1.2	1.4	1.2	Joint	176
1248	EYE	oog	2.875	2.9473684210526314	negative	neutral	1.6363636363636365	1.2727272727272727	1.2727272727272727	1.4545454545454546	1.5454545454545454	1.5454545454545454	Happiness	78
1251	BELLY	buik	2.5625	3.1578947368421053	positive	neutral	1.0909090909090908	1	1	1	1.3636363636363635	1	Disgust	28
1252	HOUSE	huis	2.533333333333333	3.1578947368421053	positive	neutral	2.84	1	1.16	1	1	1.1	Happiness	108
1255	SNOWING	sneeuwen	2.142857142857143	3.5	positive	neutral	2.25	1	1	1.1666666666666667	1	2.0833333333333335	Happiness	318
1256	HEAD	hoofd	2.8666666666666667	3.1052631578947367	positive	neutral	1.6	1.2	1.3	1.2	1.3	1.2	Happiness	45
1261	SING	zingen	3.1333333333333333	3.6842105263157894	positive	valenced	3.6	1	1.3	1.2	1.2	1.4	Happiness	313
1262	BROTHER	broer	2.642857142857143	3.75	positive	valenced	3.1999999999999997	1.1428571428571428	1	1.1428571428571428	1	1.2857142857142858	Happiness	26
1263	SISTER	zus	2.857142857142857	3.526315789473684	positive	neutral	2	1	1	1	1	1	Happiness	84
1265	HIGH	hoog	3.375	3.111111111111111	positive	neutral	1.7272727272727273	1	1.7272727272727273	1	1	1.2727272727272727	Joint	170
1267	NARROW	smal	2.588235294117647	2.8947368421052633	negative	neutral	1	1	1.475	1	1	1	Fear	1717
1268	YES	ja	2.823529411764706	3.8947368421052633	positive	valenced	3.8181818181818183	1.0909090909090908	1.1818181818181819	1.1818181818181819	1	1.9090909090909092	Happiness	2
1269	NO	nee	2.9285714285714284	2.35	negative	neutral	1	1.7272727272727273	1.3636363636363635	1.4545454545454546	1.3636363636363635	1.1818181818181819	Anger	4
127	EXTINGUISH	blussen	3.6666666666666665	3.210526315789474	positive	neutral	1.8181818181818181	1.0909090909090908	2.1818181818181817	2	1	1.9636363636363638	Fear	2953
1272	AUNT	tante	2.823529411764706	3.263157894736842	positive	neutral	2.3636363636363638	1.1818181818181819	1	1	1.2727272727272727	1.1818181818181819	Happiness	422
1273	CANDLE	kaars	2.375	3.5	positive	neutral	3.111111111111111	1.2222222222222223	1.3333333333333333	1.3333333333333333	1.3333333333333333	1.4444444444444444	Happiness	1410
1274	SALT	zout	2.875	3.111111111111111	positive	neutral	1	1	1	1	1.125	1.3	Surprise	962
1275	ANSWER	antwoorden	3.0714285714285716	3.263157894736842	positive	neutral	1.2727272727272727	1	1.0909090909090908	1	1	1.2727272727272727	Joint	1088
1277	HAND	hand	2.625	3.3333333333333335	positive	neutral	1.1818181818181819	1	1	1	1.0909090909090908	1.0909090909090908	Happiness	22
1280	FALL	vallen	3.7058823529411766	2.3157894736842106	negative	neutral	1	1.375	2.25	1.25	1	2	Fear	169
1285	IMPORTANT	belangrijk	3.9285714285714284	3.6842105263157894	positive	valenced	1.6363636363636365	1.0909090909090908	1.1818181818181819	1.0909090909090908	1	1.3454545454545455	Happiness	4825
1286	HOT	heet	3.4375	3.2777777777777777	positive	neutral	1.625	1.25	2.125	1.1428571428571428	1.125	1.125	Fear	758
1287	COLD	koud	2.7857142857142856	2.45	negative	neutral	1	1	1.6	1.6	1.3	1	Joint	75
1288	CAP	muts	2.625	3.0555555555555554	positive	neutral	1.575	1	1	1.125	1	1.125	Happiness	227
1289	BABY	baby	3.2857142857142856	4.421052631578948	positive	valenced	3.5818181818181816	1.0909090909090908	1.1818181818181819	1	1.1818181818181819	1.2727272727272727	Happiness	111
1290	ELEPHANT	olifant	2.7857142857142856	3.35	positive	neutral	2.1818181818181817	1	1.0909090909090908	1	1.0909090909090908	1.0909090909090908	Happiness	436
1292	BAD	slecht	3.375	1.5	negative	neutral	1	2.7777777777777777	1.6666666666666667	2.5555555555555554	1.5555555555555556	1	Anger	442
1294	ZERO	nul	2.1875	2.2777777777777777	negative	neutral	1	1.4166666666666667	1.4166666666666667	1.6666666666666667	1.4166666666666667	1.3333333333333333	Sadness	866
1295	STICK	stok	2.875	2.789473684210526	negative	neutral	1.0909090909090908	1.8181818181818181	2	1.1818181818181819	1.1818181818181819	1.2727272727272727	Fear	358
1297	LEG	been	2.764705882352941	3	neutral	neutral	1.4	1.2	1.2	1.2	1.2	1.2	Happiness	73
1298	NEWSPAPER	krant	2.625	3	neutral	neutral	1.44	1.1800000000000002	1.08	1.3	1	1.5	Surprise	1084
1299	COFFEE	koffie	2.533333333333333	3.0526315789473686	positive	neutral	1.7272727272727273	1	1	1	1.6363636363636365	1	Happiness	1378
1301	FOOT	voet	2.8125	3	neutral	neutral	1	1	1	1	1	1.3	Surprise	77
1302	FORK	vork	2.5294117647058822	3.1052631578947367	positive	neutral	1.3	1.3	1.5	1.4	1.4	1.3	Fear	194
1307	LANGUAGE	taal	2.7142857142857144	3.35	positive	neutral	1.3	1	1	1	1	1	Happiness	1077
1309	ASK (INQUIRE)	vragen	3.4	3.1052631578947367	positive	neutral	1.425	1	1.5	1	1	1.875	Surprise	342
1310	CLEVER	slim	3.1875	4.315789473684211	positive	valenced	3.1090909090909093	1.1818181818181819	1.0909090909090908	1.0909090909090908	1.0909090909090908	1.0909090909090908	Happiness	918
1313	MOON	maan	2	3.3157894736842106	positive	neutral	2.2545454545454544	1	1	1	1	1.1818181818181819	Happiness	618
1316	TENT	tent	2.875	3.210526315789474	positive	neutral	2.2181818181818183	1.1636363636363638	1.2545454545454546	1.0727272727272728	1.2545454545454546	1.5090909090909093	Happiness	1205
1320	APPLE	appel	2.4285714285714284	3.35	positive	neutral	1.75	1	1.2	1.1	1.1	1	Happiness	46
1321	BOTTLE	fles	2.642857142857143	3.2	positive	neutral	1.8888888888888888	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.1111111111111112	1.1111111111111112	Happiness	353
1323	CLOCK	klok	2.5625	3.0526315789473686	positive	neutral	1.4545454545454546	1.1818181818181819	1.5454545454545454	1.5454545454545454	1	1.5454545454545454	Joint	901
1324	SLIP	uitglijden	3.6	2.0526315789473686	negative	neutral	1.1	1.9	2.6	1.8	1.3	2.5	Fear	3033
1327	UNCLE	oom	2.7058823529411766	3.1578947368421053	positive	neutral	2.2363636363636363	1	1	1	1	1.0909090909090908	Happiness	777
1331	SHEEP	schaap	2.3125	3.3333333333333335	positive	neutral	1.8181818181818181	1	1	1	1	1.3636363636363635	Happiness	268
1333	NECK	hals	2.5625	3	neutral	neutral	1.7272727272727273	1.0909090909090908	1.2727272727272727	1.1818181818181819	1	1.2727272727272727	Happiness	2265
1335	WHITE	wit	2.2666666666666666	3.1578947368421053	positive	neutral	1	1	1	1	1	1	Joint	195
1336	EAT	eten	2.5625	3.7777777777777777	positive	valenced	3.872727272727273	1.0727272727272728	1.1636363636363638	1.1636363636363638	1.3454545454545455	1.4181818181818182	Happiness	12
1337	PIG	varken	2.933333333333333	2.736842105263158	negative	neutral	1.7777777777777777	1	1	1	1.1111111111111112	1	Happiness	219
1339	MORNING	ochtend	2.25	3.111111111111111	positive	neutral	2.111111111111111	1.1111111111111112	1	1.2222222222222223	1.1111111111111112	1.4444444444444444	Happiness	725
1342	SUMMER	zomer	2.5625	4.333333333333333	positive	valenced	4.545454545454546	1.0909090909090908	1	1	1	1.5454545454545454	Happiness	579
1343	SUN	zon	2.6875	4.421052631578948	positive	valenced	4.454545454545454	1	1	1	1	1.3636363636363635	Happiness	137
1349	CHURCH	kerk	2.4375	2.6842105263157894	negative	neutral	1.4363636363636365	1.0727272727272728	1	1.5272727272727273	1.1818181818181819	1.0727272727272728	Sadness	770
1350	MONKEY	aap	3.066666666666667	2.8947368421052633	negative	neutral	1.8181818181818181	1	1.0909090909090908	1	1.2727272727272727	1.0909090909090908	Happiness	101
1352	KNIFE	mes	3.1875	2.1578947368421053	negative	neutral	1.1666666666666667	1.3333333333333333	2.0833333333333335	1.0833333333333333	1.25	1	Fear	295
1355	LAUGH	lachen	3.5	4.526315789473684	positive	valenced	5	1	1	1	1	1.2222222222222223	Happiness	213
1356	NUMBER	getal	2.5	3	neutral	neutral	1.4	1.2	1.4	1.2	1.2	1.3	Joint	749
1357	DAUGHTER	dochter	2.5	3.65	positive	valenced	2.7	1.2	1.7	1.2	1.2	1.3	Happiness	797
136	HERE	hier	2.823529411764706	3	neutral	neutral	1.6	1.4	1.3	1.3	1.1	1.3	Happiness	393
1360	DUCK	eend	2.6666666666666665	2.9473684210526314	negative	neutral	2.125	1.125	1.125	1.1428571428571428	1.125	1.25	Happiness	298
1367	CROSS	kruis	2.7142857142857144	2.8	negative	neutral	1.2545454545454546	1.2727272727272727	1.3636363636363635	1.2727272727272727	1.3636363636363635	1.1818181818181819	Joint	1283
1368	BREAD	brood	2.625	3.388888888888889	positive	neutral	1.5	1	1	1	1	1.0833333333333333	Happiness	58
1370	MONTH	maand	2.7857142857142856	2.95	negative	neutral	1	1	1	1	1	1	Joint	1703
1373	TEA	thee	1.9411764705882353	3.473684210526316	positive	neutral	2.075	1	1	1.125	1	1.125	Happiness	2143
1375	WINDOW	raam	2.6666666666666665	3.0526315789473686	positive	neutral	1.625	1	1	1	1	1.125	Happiness	207
1376	NOW	nu	3	3.1578947368421053	positive	neutral	1.5454545454545454	1.0909090909090908	1.0909090909090908	1.2727272727272727	1.0909090909090908	1.2727272727272727	Happiness	362
1377	VISIT	bezoeken	2.933333333333333	3.3684210526315788	positive	neutral	3.1818181818181817	1	1	1.0909090909090908	1	1.9090909090909092	Happiness	3588
1378	SPOON	lepel	2.6	2.9473684210526314	negative	neutral	1.4	1.2	1.2	1.2	1.2	1.2	Happiness	97
1379	TELEPHONE	telefoon	2.9411764705882355	3	neutral	neutral	1.7	1.2	1.2	1.2	1.2	1.4	Happiness	462
1381	SHOE	schoen	2.5	3.1578947368421053	positive	neutral	1.6909090909090911	1	1	1	1	1.1636363636363638	Happiness	20
1382	NEEDLE (FOR SEWING)	naald	3	2.5789473684210527	negative	neutral	1.1818181818181819	1.1818181818181819	1.9636363636363638	1.5454545454545454	1.5090909090909093	1.1818181818181819	Fear	2235
1383	GRANDFATHER	opa	2.357142857142857	3.75	positive	valenced	3.090909090909091	1.2545454545454546	1.0727272727272728	2.127272727272727	1.0727272727272728	1.4363636363636365	Happiness	54
1384	SECOND	tweede	2.75	2.9444444444444446	negative	neutral	1	1	1	1	1	1	Joint	2113
1385	PEPPER	peper	3.0625	3.388888888888889	positive	neutral	1.4545454545454546	1.0909090909090908	1	1	1.1818181818181819	1.1818181818181819	Happiness	1748
1386	LION	leeuw	3.8666666666666667	3.1578947368421053	positive	neutral	1.2888888888888888	1.4444444444444444	1.911111111111111	1.1777777777777778	1	1.1111111111111112	Fear	491
1390	WRONG	fout	3.0625	2.1578947368421053	negative	neutral	1	2.8	2.6	2.2	1.5	1.4	Anger	492
1394	BONE	bot	2.5625	2.6315789473684212	negative	neutral	1	1.7777777777777777	1.1111111111111112	1	1	1	Anger	2278
1395	ROUND	rond	2.7857142857142856	3.15	positive	neutral	1.4	1.1	1.1	1.1	1.1	1.1	Happiness	711
1396	SHARP	scherp	3.411764705882353	2.6315789473684212	negative	neutral	1	1.7555555555555555	2.1333333333333333	1.1111111111111112	1.1111111111111112	1.2888888888888888	Fear	2170
1398	DRY	droog	2.466666666666667	3.1052631578947367	positive	neutral	1.2727272727272727	1.3636363636363635	1.3636363636363635	1.1818181818181819	1.5454545454545454	1.0909090909090908	Disgust	414
1399	CLAY	klei	2.533333333333333	2.8947368421052633	negative	neutral	1.5	1.25	1.25	1.2857142857142858	1.125	1	Happiness	998
1400	THIN (SLIM)	mager	2.875	2.473684210526316	negative	neutral	1.2222222222222223	1.2222222222222223	2.111111111111111	1.6666666666666667	2.3333333333333335	1.3333333333333333	Disgust	2074
1401	DRINK	drinken	3.411764705882353	3.3157894736842106	positive	neutral	1.4545454545454546	1.1818181818181819	1	1.2727272727272727	1	1	Happiness	13
1403	BITE	bijten	3.6875	2.0526315789473686	negative	neutral	1.1818181818181819	3.2	2.2545454545454544	2.0545454545454547	1.781818181818182	1.6727272727272726	Anger	346
1404	STRAIGHT	recht	2.7857142857142856	3.1578947368421053	positive	neutral	1.6666666666666667	1.2222222222222223	1.1111111111111112	1.2222222222222223	1.2222222222222223	1.2222222222222223	Happiness	2602
1405	NAME	naam	2.6470588235294117	3.1052631578947367	positive	neutral	1.7	1.2	1.4	1.2	1.5	1.3	Happiness	138
1406	FAR	ver	3.0588235294117645	2.789473684210526	negative	neutral	1.5555555555555556	1.2888888888888888	1	1.511111111111111	1	1	Happiness	476
1407	BREATHE	ademen	2.933333333333333	3.526315789473684	positive	neutral	1.9636363636363638	1.2727272727272727	1.3636363636363635	1.3636363636363635	1.0909090909090908	1.0909090909090908	Happiness	2297
1408	HEAR	horen	2.6666666666666665	3.1052631578947367	positive	neutral	1.2	1	1	1	1	1.1	Happiness	211
1409	SEE	zien	2.857142857142857	3.5	positive	neutral	2.090909090909091	1.3636363636363635	1.3636363636363635	1.2727272727272727	1.2727272727272727	2.1818181818181817	Surprise	128
1410	KNOW (SOMETHING)	weten	2.875	3.1578947368421053	positive	neutral	1.9	1	1.2	1	1	1.4	Happiness	752
1411	LIE (REST)	liegen	3.625	1.6666666666666667	negative	neutral	1	3.375	1.7	2.325	2.125	1.75	Anger	565
1414	SQUEEZE	uitknijpen	3.764705882352941	2.473684210526316	negative	neutral	1.2	1.9	1.9	1.5	2.4	1.2	Disgust	6743
1415	THINK (REFLECT)	nadenken	3.125	3.0526315789473686	positive	neutral	1.5272727272727273	1	1.0727272727272728	1	1	1.3454545454545455	Happiness	2756
1416	SIT	zitten	2.0714285714285716	3.1	positive	neutral	1.6600000000000001	1	1	1.16	1	1	Happiness	99
1417	KILL	vermoorden	4.705882352941177	1.105263157894737	negative	valenced	1	4.636363636363637	4.636363636363637	4.181818181818182	4.454545454545454	2.381818181818182	Joint	2384
1418	DIG	graven	3.7142857142857144	3	neutral	neutral	1	1.2727272727272727	1.5454545454545454	1.6363636363636365	1.4545454545454546	1.2727272727272727	Sadness	1109
1419	FEAR (BE AFRAID)	bang	3.6875	1.7777777777777777	negative	neutral	1	1.5454545454545454	4.545454545454546	1.8181818181818181	1.2727272727272727	1.1818181818181819	Fear	163
1420	COUNT	tellen	2.9375	3	neutral	neutral	1.3636363636363635	1	1	1	1	1.1818181818181819	Happiness	764
1422	BE ALIVE	levend	3.3125	4.111111111111111	positive	valenced	3	1	1.5	1	1	1.375	Happiness	3218
1424	YELLOW	geel	2.7058823529411766	3.1052631578947367	positive	neutral	2.5	1	1	1	1	1	Happiness	53
1425	GREEN	groen	2.235294117647059	3.3684210526315788	positive	neutral	1.7	1.2	1.3	1.2	1.3	1.2	Happiness	66
1426	EXPENSIVE	duur	2.857142857142857	2.05	negative	neutral	1	1.7272727272727273	1.3636363636363635	2.272727272727273	1.5454545454545454	1.3636363636363635	Sadness	1895
1427	BEAUTIFUL	mooi	3	4.315789473684211	positive	valenced	3.5555555555555554	1	1	1	1	1.4444444444444444	Happiness	114
1429	FULL	vol	2.8666666666666667	3.3157894736842106	positive	neutral	1.675	1	1	1.25	1	1.25	Happiness	376
143	HUMID	klam	3	2.1666666666666665	negative	neutral	1.1	1.4	1.8	1.1	1.6	1	Fear	15404
